method,path,status,duration (ms)
POST,/login,200,232.1563
POST,/login,200,231.7569
POST,/login,200,232.6522
POST,/login,200,232.9800
POST,/login,200,232.2979
POST,/login,200,232.6300
POST,/login,200,233.0749
GET,/libri,200,2.6197
POST,/login,200,232.0850
GET,/libri,200,2.6970
GET,/libri,200,2.1961
POST,/login,200,232.4429
GET,/libri,200,2.8129
GET,/libri,200,2.1458
POST,/login,200,231.8029
GET,/libri,200,2.9919
GET,/libri,200,2.0380
POST,/login,200,232.0812
POST,/login,200,232.8558
POST,/login,200,231.6332
POST,/login,200,232.9972
POST,/login,200,232.9071
POST,/login,200,232.7778
POST,/login,200,232.5020
GET,/libri,200,2.8930
POST,/login,200,231.5080
GET,/libri,200,2.5389
POST,/login,200,232.1582
POST,/login,200,232.9130
POST,/login,200,232.4898
POST,/login,200,232.2960
POST,/login,200,232.3608
POST,/login,200,231.6768
POST,/login,200,232.4700
GET,/libri,200,3.1202
GET,/libri,200,1.9600
POST,/login,200,376.8241
POST,/login,200,233.4709
GET,/libri,200,2.5048
POST,/login,200,231.7729
GET,/libri,200,2.1071
GET,/libri,200,2.0847
POST,/login,200,232.0812
POST,/login,200,234.4120
POST,/login,200,233.4690
GET,/libri,200,2.4922
POST,/login,200,233.3162
POST,/login,200,231.3850
GET,/libri,200,2.6240
POST,/login,200,234.1950
GET,/libri,200,1.4341
GET,/libri,200,0.8557
POST,/login,200,231.2152
GET,/libri,200,2.5051
POST,/login,200,232.1200
POST,/login,200,232.6190
POST,/login,200,232.4743
POST,/login,200,232.8439
POST,/login,200,250.6161
POST,/login,200,234.8511
POST,/login,200,232.5590
GET,/libri,200,2.8069
POST,/login,200,231.8141
POST,/login,200,233.1662
POST,/login,200,232.6353
GET,/libri,200,2.3692
GET,/libri,200,1.5991
GET,/libri,200,1.6220
POST,/login,200,231.9176
POST,/login,200,232.3189
GET,/libri,200,2.7740
POST,/login,200,232.0724
GET,/libri,200,3.0017
POST,/login,200,231.9279
GET,/libri,200,2.5620
POST,/login,200,232.0840
POST,/login,200,231.7729
GET,/libri,200,2.8722
POST,/login,200,232.0960
GET,/libri,200,2.7089
GET,/libri,200,1.8821
GET,/libri,200,1.5481
POST,/login,200,231.9200
POST,/login,200,232.6808
POST,/login,200,233.0308
POST,/login,200,232.7228
GET,/libri,200,2.4152
GET,/libri,200,1.6978
GET,/libri,200,1.6220
GET,/libri,200,1.6279
POST,/login,200,231.6842
POST,/login,200,232.8830
GET,/libri,200,2.6040
POST,/login,200,230.8910
POST,/login,200,232.6701
POST,/login,200,232.6090
POST,/login,200,233.2890
POST,/login,200,232.7900
POST,/login,200,232.8629
GET,/libri,200,1.8439
GET,/libri,200,1.2362
GET,/libri,200,1.4839
POST,/login,200,232.0609
POST,/login,200,233.0780
POST,/login,200,232.8620
POST,/login,200,232.5301
POST,/login,200,232.9149
POST,/login,200,232.9140
POST,/login,200,232.8100
POST,/login,200,232.6801
GET,/libri,200,2.5239
POST,/login,200,231.9772
POST,/login,200,233.2890
GET,/libri,200,2.2621
GET,/libri,200,1.6131
POST,/login,200,231.3993
GET,/libri,200,1.9829
GET,/libri,200,1.3080
GET,/libri,200,1.1859
POST,/login,200,231.1370
POST,/login,200,232.8668
POST,/login,200,233.1080
GET,/libri,200,3.0043
POST,/login,200,231.8840
GET,/libri,200,2.9509
GET,/libri,200,1.7891
POST,/login,200,253.5951
POST,/login,200,232.3618
POST,/login,200,232.7969
GET,/libri,200,1.9541
POST,/login,200,231.0970
POST,/login,200,232.5058
GET,/libri,200,2.1880
POST,/login,200,231.3430
POST,/login,200,232.0919
POST,/login,200,233.3782
GET,/libri,200,2.6598
GET,/libri,200,2.2619
GET,/libri,200,1.8702
POST,/login,200,231.6978
POST,/login,200,233.6721
POST,/login,200,232.5010
POST,/login,200,232.9371
GET,/libri,200,1.4820
POST,/login,200,230.7410
GET,/libri,200,2.6271
POST,/login,200,231.9970
POST,/login,200,231.7600
GET,/libri,200,2.6619
POST,/login,200,232.1420
POST,/login,200,233.8099
POST,/login,200,231.9670
GET,/libri,200,1.6952
POST,/login,200,231.7240
POST,/login,200,232.8701
GET,/libri,200,2.7561
GET,/libri,200,1.5926
GET,/libri,200,1.5488
POST,/login,200,232.2381
POST,/login,200,232.0490
POST,/login,200,231.9102
POST,/login,200,232.5821
GET,/libri,200,2.2371
POST,/login,200,231.6041
POST,/login,200,231.5621
GET,/libri,200,2.6450
GET,/libri,200,1.9522
POST,/login,200,231.7071
POST,/login,200,232.4810
GET,/libri,200,2.6009
POST,/login,200,232.8420
POST,/login,200,232.8887
GET,/libri,200,2.9979
GET,/libri,200,2.0821
POST,/login,200,232.0211
POST,/login,200,232.9659
GET,/libri,200,1.9472
GET,/libri,200,1.6799
POST,/login,200,231.4980
GET,/libri,200,3.0751
GET,/libri,200,2.0449
POST,/login,200,231.6492
POST,/login,200,232.2679
POST,/login,200,232.6589
GET,/libri,200,2.8718
GET,/libri,200,2.2371
POST,/login,200,231.9779
GET,/libri,200,2.8620
POST,/login,200,232.5583
POST,/login,200,232.0080
POST,/login,200,231.7321
POST,/login,200,256.7470
POST,/login,200,232.7721
GET,/libri,200,3.0339
POST,/login,200,231.8857
GET,/libri,200,2.2900
GET,/libri,200,1.9541
POST,/login,200,232.1012
POST,/login,200,232.2502
GET,/libri,200,2.0859
POST,/login,200,232.2152
POST,/login,200,232.1463
GET,/libri,200,1.7641
POST,/login,200,231.5450
GET,/libri,200,2.5811
POST,/login,200,231.7760
POST,/login,200,232.9960
GET,/libri,200,1.7002
POST,/login,200,232.2481
GET,/libri,200,1.9913
POST,/login,200,231.3612
GET,/libri,200,1.9898
POST,/login,200,231.4839
GET,/libri,200,3.0940
GET,/libri,200,1.7102
GET,/libri,200,1.4930
GET,/libri,200,1.6181
GET,/libri,200,1.5769
POST,/login,200,232.1229
POST,/login,200,232.5587
POST,/login,200,232.5761
GET,/libri,200,3.0720
POST,/login,200,232.5208
POST,/login,200,232.2774
GET,/libri,200,1.5030
GET,/libri,200,2.1210
GET,/libri,200,1.6818
GET,/libri,200,1.3549
GET,/libri,200,1.7309
POST,/login,200,233.6509
POST,/login,200,231.0212
GET,/libri,200,3.2229
GET,/libri,200,1.8382
GET,/libri,200,1.8768
POST,/login,200,232.8730
POST,/login,200,232.5590
GET,/libri,200,3.6371
GET,/libri,200,1.7207
GET,/libri,200,1.3869
POST,/login,200,231.6051
GET,/libri,200,1.8260
POST,/login,200,231.9019
POST,/login,200,233.3848
GET,/libri,200,2.7001
POST,/login,200,232.0042
POST,/login,200,231.9238
GET,/libri,200,2.7230
POST,/login,200,232.1253
POST,/login,200,232.3651
GET,/libri,200,2.3789
POST,/login,200,231.6959
POST,/login,200,232.3511
GET,/libri,200,2.8260
POST,/login,200,232.0383
GET,/libri,200,2.6491
POST,/login,200,231.5898
POST,/login,200,251.1687
POST,/login,200,232.5020
POST,/login,200,233.2439
POST,/login,200,232.8000
GET,/libri,200,2.7790
POST,/login,200,231.2682
POST,/login,200,232.6722
POST,/login,200,233.0308
GET,/libri,200,1.9128
POST,/login,200,230.9771
GET,/libri,200,2.5828
POST,/login,200,231.8983
POST,/login,200,232.0979
POST,/login,200,232.1661
POST,/login,200,231.4041
POST,/login,200,232.9941
GET,/libri,200,2.6629
GET,/libri,200,1.9431
GET,/libri,200,1.7800
GET,/libri,200,1.7810
GET,/libri,200,1.8489
POST,/login,200,235.6911
GET,/libri,200,2.1281
GET,/libri,200,1.3897
GET,/libri,200,1.1308
POST,/login,200,231.0791
POST,/login,200,233.1371
POST,/login,200,233.1469
GET,/libri,200,2.8150
GET,/libri,200,1.6119
GET,/libri,200,1.3950
POST,/login,200,231.3411
POST,/login,200,232.3771
GET,/libri,200,2.8899
POST,/login,200,232.3227
POST,/login,200,232.6369
POST,/login,200,231.6380
GET,/libri,200,2.6708
GET,/libri,200,1.8702
GET,/libri,200,1.5616
POST,/login,200,231.5142
POST,/login,200,233.2232
POST,/login,200,232.4631
GET,/libri,200,2.9800
POST,/login,200,232.2619
POST,/login,200,232.6028
POST,/login,200,232.7642
POST,/login,200,231.9639
POST,/login,200,231.9372
GET,/libri,200,3.0241
GET,/libri,200,1.9851
POST,/login,200,231.8840
GET,/libri,200,2.4920
GET,/libri,200,1.7910
GET,/libri,200,1.6322
GET,/libri,200,1.5721
GET,/libri,200,1.5502
POST,/login,200,231.4851
POST,/login,200,233.0918
GET,/libri,200,3.0191
POST,/login,200,231.8683
POST,/login,200,231.6260
POST,/login,200,231.6592
POST,/login,200,233.0742
GET,/libri,200,2.7258
POST,/login,200,231.8671
GET,/libri,200,3.0169
POST,/login,200,231.8571
POST,/login,200,253.7501
POST,/login,200,234.0121
POST,/login,200,231.5371
POST,/login,200,233.9020
GET,/libri,200,2.0571
POST,/login,200,231.7297
POST,/login,200,232.3828
POST,/login,200,231.4892
GET,/libri,200,2.7618
GET,/libri,200,1.7710
POST,/login,200,231.9221
GET,/libri,200,2.2979
POST,/login,200,232.0857
GET,/libri,200,1.6770
GET,/libri,200,1.2488
POST,/login,200,230.9933
POST,/login,200,233.2959
GET,/libri,200,2.6083
POST,/login,200,231.7529
POST,/login,200,232.5740
GET,/libri,200,1.8079
POST,/login,200,231.2410
GET,/libri,200,1.8451
GET,/libri,200,1.2600
GET,/libri,200,1.1790
POST,/login,200,232.8739
POST,/login,200,232.1031
GET,/libri,200,2.8579
POST,/login,200,231.7052
POST,/login,200,232.3442
POST,/login,200,233.4058
GET,/libri,200,2.9750
POST,/login,200,232.4810
POST,/login,200,232.9600
GET,/libri,200,2.8381
GET,/libri,200,1.6592
POST,/login,200,231.8861
GET,/libri,200,2.5339
POST,/login,200,232.1260
GET,/libri,200,2.3198
GET,/libri,200,1.4248
GET,/libri,200,1.3671
GET,/libri,200,1.3440
POST,/login,200,231.1180
POST,/login,200,232.0788
POST,/login,200,232.8742
GET,/libri,200,2.9759
POST,/login,200,231.9171
POST,/login,200,232.4340
POST,/login,200,232.9061
POST,/login,200,232.4708
POST,/login,200,231.8368
POST,/login,200,233.3398
POST,/login,200,232.3380
GET,/libri,200,2.9900
POST,/login,200,231.8771
GET,/libri,200,2.9781
GET,/libri,200,1.7884
POST,/login,200,231.8480
POST,/login,200,233.4700
POST,/login,200,232.0971
POST,/login,200,235.2049
GET,/libri,200,2.0123
POST,/login,200,231.5321
POST,/login,200,257.3020
GET,/libri,200,1.8787
GET,/libri,200,1.3897
GET,/libri,200,1.1678
POST,/login,200,231.1468
GET,/libri,200,1.9591
POST,/login,200,231.1270
GET,/libri,200,2.6600
GET,/libri,200,1.8780
POST,/login,200,231.7183
GET,/libri,200,2.4078
GET,/libri,200,1.8280
GET,/libri,200,1.7941
GET,/libri,200,1.7049
GET,/libri,200,1.7021
POST,/login,200,232.3031
POST,/login,200,232.5640
POST,/login,200,232.9037
GET,/libri,200,2.6522
POST,/login,200,231.6239
POST,/login,200,231.6003
POST,/login,200,232.9378
GET,/libri,200,2.6171
GET,/libri,200,2.1513
GET,/libri,200,1.8671
GET,/libri,200,1.7021
POST,/login,200,231.8187
POST,/login,200,232.7609
POST,/login,200,234.3419
POST,/login,200,233.6490
POST,/login,200,231.1151
GET,/libri,200,2.1760
POST,/login,200,232.2490
POST,/login,200,232.6019
POST,/login,200,233.0899
POST,/login,200,231.9582
GET,/libri,200,3.0549
GET,/libri,200,1.6820
GET,/libri,200,1.6053
POST,/login,200,231.6601
POST,/login,200,232.8770
POST,/login,200,232.5802
GET,/libri,200,1.8430
GET,/libri,200,1.2889
POST,/login,200,231.3249
GET,/libri,200,3.0420
POST,/login,200,231.5471
POST,/login,200,233.2401
GET,/libri,200,1.8010
POST,/login,200,231.0681
POST,/login,200,238.4284
GET,/libri,200,1.9050
GET,/libri,200,1.5030
POST,/login,200,232.8510
POST,/login,200,232.6732
POST,/login,200,231.6380
GET,/libri,200,3.1652
POST,/login,200,231.9751
POST,/login,200,232.2450
POST,/login,200,231.7669
GET,/libri,200,2.5880
GET,/libri,200,1.8699
POST,/login,200,231.7419
POST,/login,200,233.3639
POST,/login,200,232.4541
GET,/libri,200,2.4660
GET,/libri,200,1.7631
GET,/libri,200,1.7397
POST,/login,200,232.1019
GET,/libri,200,3.0501
POST,/login,200,231.9989
POST,/login,200,253.1791
GET,/libri,200,1.5290
POST,/login,200,231.2987
GET,/libri,200,2.0039
POST,/login,200,231.6320
POST,/login,200,233.0272
GET,/libri,200,2.8801
POST,/login,200,232.0061
GET,/libri,200,2.2800
POST,/login,200,232.0929
POST,/login,200,232.8780
POST,/login,200,232.7061
POST,/login,200,231.5910
GET,/libri,200,2.0161
GET,/libri,200,2.3611
POST,/login,200,231.4980
POST,/login,200,232.5051
GET,/libri,200,2.2871
POST,/login,200,231.4439
POST,/login,200,232.2600
POST,/login,200,231.5850
GET,/libri,200,2.6917
POST,/login,200,231.6837
POST,/login,200,231.8377
GET,/libri,200,2.6150
POST,/login,200,232.1401
POST,/login,200,232.4150
GET,/libri,200,2.5611
GET,/libri,200,2.0282
GET,/libri,200,1.7548
GET,/libri,200,1.5678
POST,/login,200,231.8499
POST,/login,200,232.4588
POST,/login,200,232.4412
POST,/login,200,231.9808
GET,/libri,200,1.8449
POST,/login,200,231.4832
GET,/libri,200,2.4900
GET,/libri,200,1.6770
POST,/login,200,231.7388
GET,/libri,200,2.6851
POST,/login,200,232.0759
GET,/libri,200,2.9581
POST,/login,200,231.9009
POST,/login,200,232.9991
POST,/login,200,232.3020
POST,/login,200,232.6579
GET,/libri,200,2.1510
GET,/libri,200,1.4989
GET,/libri,200,1.3037
POST,/login,200,231.2829
GET,/libri,200,2.5570
GET,/libri,200,1.9317
POST,/login,200,233.5031
GET,/libri,200,1.4837
GET,/libri,200,1.0991
POST,/login,200,231.2567
GET,/libri,200,2.4481
POST,/login,200,234.0112
GET,/libri,200,1.4238
POST,/login,200,231.0572
POST,/login,200,231.4761
GET,/libri,200,2.0742
POST,/login,200,232.7971
GET,/libri,200,1.8539
GET,/libri,200,1.1971
POST,/login,200,230.9840
POST,/login,200,254.7710
POST,/login,200,232.3039
POST,/login,200,233.2799
GET,/libri,200,2.6391
GET,/libri,200,1.6801
GET,/libri,200,1.7469
POST,/login,200,231.8552
POST,/login,200,232.8601
GET,/libri,200,2.8539
GET,/libri,200,1.6966
GET,/libri,200,1.7018
POST,/login,200,231.5497
POST,/login,200,231.9551
GET,/libri,200,1.9078
POST,/login,200,231.2310
POST,/login,200,234.2081
POST,/login,200,231.7791
POST,/login,200,231.2911
GET,/libri,200,3.0873
POST,/login,200,233.4771
POST,/login,200,232.7142
POST,/login,200,236.9437
GET,/libri,200,1.7421
POST,/login,200,244.4088
GET,/libri,200,2.1870
GET,/libri,200,2.0981
POST,/login,200,239.9600
POST,/login,200,232.0881
POST,/login,200,232.4729
POST,/login,200,232.8761
GET,/libri,200,2.1791
GET,/libri,200,2.1091
POST,/login,200,233.1641
POST,/login,200,233.2969
POST,/login,200,232.4369
POST,/login,200,232.6829
POST,/login,200,231.9863
GET,/libri,200,1.9362
POST,/login,200,231.3507
POST,/login,200,232.4500
GET,/libri,200,2.8613
POST,/login,200,231.7851
GET,/libri,200,2.9728
POST,/login,200,231.9701
GET,/libri,200,2.6541
GET,/libri,200,1.8952
GET,/libri,200,1.8759
POST,/login,200,231.4048
POST,/login,200,232.7492
POST,/login,200,231.5240
POST,/login,200,233.1772
POST,/login,200,233.8150
POST,/login,200,232.1208
POST,/login,200,232.4460
GET,/libri,200,2.5842
GET,/libri,200,1.6859
GET,/libri,200,1.6432
POST,/login,200,231.7734
GET,/libri,200,2.2018
GET,/libri,200,1.9553
POST,/login,200,251.1687
POST,/login,200,231.5750
POST,/login,200,232.9860
POST,/login,200,233.0229
POST,/login,200,233.0010
GET,/libri,200,1.8451
POST,/login,200,231.6728
POST,/login,200,233.6040
GET,/libri,200,1.6201
POST,/login,200,230.8950
GET,/libri,200,1.7400
POST,/login,200,231.5700
POST,/login,200,232.4338
POST,/login,200,233.0470
GET,/libri,200,2.6262
POST,/login,200,232.7359
POST,/login,200,233.0720
POST,/login,200,233.1798
GET,/libri,200,2.9330
POST,/login,200,231.9191
GET,/libri,200,1.8418
POST,/login,200,231.4382
POST,/login,200,232.7702
GET,/libri,200,2.2490
POST,/login,200,232.4710
POST,/login,200,231.9779
GET,/libri,200,2.1760
POST,/login,200,231.6034
POST,/login,200,232.1541
POST,/login,200,232.3890
POST,/login,200,232.0950
POST,/login,200,233.0031
POST,/login,200,232.9228
GET,/libri,200,2.5311
POST,/login,200,231.8878
POST,/login,200,233.0801
GET,/libri,200,2.7802
GET,/libri,200,2.0149
POST,/login,200,231.9438
POST,/login,200,232.5332
POST,/login,200,231.8461
POST,/login,200,232.5540
GET,/libri,200,2.9399
GET,/libri,200,2.0161
GET,/libri,200,1.7662
GET,/libri,200,1.6379
POST,/login,200,231.7619
GET,/libri,200,1.8260
GET,/libri,200,1.2040
POST,/login,200,231.1842
POST,/login,200,233.0072
POST,/login,200,233.3860
POST,/login,200,253.4349
GET,/libri,200,2.2330
GET,/libri,200,1.5988
GET,/libri,200,1.5118
POST,/login,200,231.7369
POST,/login,200,232.7392
POST,/login,200,231.5872
GET,/libri,200,1.7519
POST,/login,200,231.4429
GET,/libri,200,2.5311
GET,/libri,200,1.4801
POST,/login,200,230.9592
GET,/libri,200,2.5189
POST,/login,200,231.7588
GET,/libri,200,1.5309
GET,/libri,200,1.1530
POST,/login,200,231.7190
GET,/libri,200,2.7950
POST,/login,200,231.9582
POST,/login,200,233.1121
POST,/login,200,232.9161
POST,/login,200,232.3041
POST,/login,200,232.6131
POST,/login,200,232.5420
POST,/login,200,231.7550
GET,/libri,200,2.6553
POST,/login,200,232.0168
GET,/libri,200,2.9120
POST,/login,200,232.3999
POST,/login,200,232.5280
GET,/libri,200,1.8072
POST,/login,200,231.7760
POST,/login,200,232.7440
POST,/login,200,232.5430
GET,/libri,200,1.9271
GET,/libri,200,1.2040
POST,/login,200,231.5431
GET,/libri,200,2.8570
POST,/login,200,231.8101
GET,/libri,200,2.7990
POST,/login,200,231.8749
GET,/libri,200,2.9199
GET,/libri,200,1.9410
GET,/libri,200,1.9310
POST,/login,200,231.5078
GET,/libri,200,2.2981
POST,/login,200,232.0199
POST,/login,200,232.8379
GET,/libri,200,2.7428
POST,/login,200,231.6909
GET,/libri,200,1.9941
POST,/login,200,232.6190
POST,/login,200,231.8940
GET,/libri,200,3.0441
POST,/login,200,232.1861
GET,/libri,200,2.0392
GET,/libri,200,1.7698
GET,/libri,200,1.9679
POST,/login,200,233.7461
POST,/login,200,232.2850
GET,/libri,200,3.1371
GET,/libri,200,1.7829
POST,/login,200,232.8188
GET,/libri,200,2.5270
GET,/libri,200,1.8749
POST,/login,200,234.6299
POST,/login,200,252.3632
POST,/login,200,232.4181
GET,/libri,200,2.9948
POST,/login,200,232.1460
POST,/login,200,231.9260
POST,/login,200,232.5032
POST,/login,200,232.2628
POST,/login,200,231.6322
POST,/login,200,232.0418
POST,/login,200,232.7909
POST,/login,200,232.8849
GET,/libri,200,1.9262
POST,/login,200,231.0050
POST,/login,200,232.5788
POST,/login,200,233.6099
GET,/libri,200,2.8992
GET,/libri,200,2.0111
POST,/login,200,231.7359
POST,/login,200,231.7297
GET,/libri,200,2.9180
GET,/libri,200,1.8911
POST,/login,200,232.8072
POST,/login,200,232.7869
GET,/libri,200,1.8291
POST,/login,200,231.0629
GET,/libri,200,2.3372
POST,/login,200,231.7271
POST,/login,200,233.0198
POST,/login,200,232.7728
GET,/libri,200,1.9021
GET,/libri,200,1.2500
POST,/login,200,231.2679
POST,/login,200,232.5792
POST,/login,200,232.6829
