method,path,status,duration (ms)
GET,/libri,200,1.1289
POST,/login,200,230.6399
POST,/login,200,232.4991
POST,/login,200,232.4920
GET,/libri,200,3.1080
GET,/libri,200,1.8291
POST,/login,200,231.2720
POST,/login,200,231.2932
POST,/login,200,232.0318
POST,/login,200,232.7123
POST,/login,200,232.1589
POST,/login,200,231.3809
GET,/libri,200,2.8808
POST,/login,200,234.6549
GET,/libri,200,1.9431
POST,/login,200,242.9461
GET,/libri,200,2.2960
POST,/login,200,232.0340
POST,/login,200,233.1500
POST,/login,200,245.4517
POST,/login,200,232.9390
POST,/login,200,233.4981
GET,/libri,200,2.1288
POST,/login,200,231.9088
POST,/login,200,233.7811
POST,/login,200,235.2841
GET,/libri,200,2.4078
GET,/libri,200,1.2372
POST,/login,200,241.9260
POST,/login,200,232.1210
GET,/libri,200,2.6791
POST,/login,200,239.2499
POST,/login,200,234.4530
GET,/libri,200,1.6713
POST,/login,200,230.4859
POST,/login,200,232.3956
POST,/login,200,234.6313
GET,/libri,200,1.7231
GET,/libri,200,1.0910
GET,/libri,200,1.1029
POST,/login,200,230.5870
GET,/libri,200,2.4660
POST,/login,200,232.8298
POST,/login,200,240.1171
POST,/login,200,233.4459
POST,/login,200,236.4211
GET,/libri,200,1.4300
GET,/libri,200,0.7818
POST,/login,200,230.3412
POST,/login,200,240.9930
GET,/libri,200,1.5697
GET,/libri,200,0.9019
POST,/login,200,236.9790
GET,/libri,200,2.0452
POST,/login,200,249.2008
GET,/libri,200,1.5831
POST,/login,200,264.0791
POST,/login,200,249.1231
GET,/libri,200,1.6599
GET,/libri,200,0.8879
POST,/login,200,235.6579
POST,/login,200,235.9691
POST,/login,200,232.6560
GET,/libri,200,2.1157
POST,/login,200,234.3020
POST,/login,200,233.4626
POST,/login,200,232.7590
GET,/libri,200,2.5108
GET,/libri,200,1.4300
GET,/libri,200,1.3981
POST,/login,200,231.6411
GET,/libri,200,2.2640
POST,/login,200,231.4911
POST,/login,200,233.1710
POST,/login,200,232.5041
POST,/login,200,232.6570
POST,/login,200,232.2781
POST,/login,200,232.6081
POST,/login,200,232.8639
POST,/login,200,231.9632
POST,/login,200,232.5132
POST,/login,200,231.6768
POST,/login,200,232.8577
POST,/login,200,232.3241
GET,/libri,200,2.7080
GET,/libri,200,1.9429
GET,/libri,200,1.4420
GET,/libri,200,1.4141
GET,/libri,200,1.5147
POST,/login,200,231.6523
POST,/login,200,231.8141
GET,/libri,200,2.7001
POST,/login,200,231.8821
POST,/login,200,232.6498
GET,/libri,200,2.0769
POST,/login,200,232.1658
POST,/login,200,234.8709
POST,/login,200,244.8890
GET,/libri,200,2.7232
POST,/login,200,251.3521
POST,/login,200,231.9601
POST,/login,200,231.5798
POST,/login,200,232.6379
GET,/libri,200,2.5229
POST,/login,200,231.7350
POST,/login,200,231.8532
GET,/libri,200,2.1281
POST,/login,200,231.4758
POST,/login,200,232.4080
POST,/login,200,231.5440
POST,/login,200,231.3590
POST,/login,200,231.8358
GET,/libri,200,2.5082
GET,/libri,200,1.7531
POST,/login,200,231.6210
GET,/libri,200,2.7239
POST,/login,200,231.2641
POST,/login,200,231.3311
POST,/login,200,233.1522
GET,/libri,200,2.8431
POST,/login,200,231.2808
POST,/login,200,233.1047
GET,/libri,200,2.0978
POST,/login,200,231.2360
GET,/libri,200,1.9288
POST,/login,200,232.8358
POST,/login,200,231.6067
GET,/libri,200,1.7431
POST,/login,200,231.8721
GET,/libri,200,1.4141
POST,/login,200,230.5751
GET,/libri,200,2.6209
POST,/login,200,231.5609
POST,/login,200,231.6790
POST,/login,200,234.6120
GET,/libri,200,2.1248
GET,/libri,200,1.3318
POST,/login,200,231.3430
POST,/login,200,232.2428
POST,/login,200,232.4891
POST,/login,200,231.9448
POST,/login,200,232.3008
POST,/login,200,231.8640
GET,/libri,200,1.9400
POST,/login,200,231.1728
POST,/login,200,232.6188
POST,/login,200,232.3461
POST,/login,200,231.8008
POST,/login,200,231.3392
POST,/login,200,232.5900
POST,/login,200,232.0292
POST,/login,200,231.2491
POST,/login,200,232.0588
GET,/libri,200,2.7611
POST,/login,200,231.9498
POST,/login,200,232.4193
POST,/login,200,231.5791
POST,/login,200,232.2509
POST,/login,200,231.6289
GET,/libri,200,2.5868
GET,/libri,200,1.7211
POST,/login,200,231.1409
GET,/libri,200,1.5421
POST,/login,200,230.6392
GET,/libri,200,2.8107
GET,/libri,200,1.8167
GET,/libri,200,1.7729
POST,/login,200,231.6959
POST,/login,200,233.6881
GET,/libri,200,2.0881
POST,/login,200,231.2269
POST,/login,200,232.3041
GET,/libri,200,2.4362
POST,/login,200,231.6837
GET,/libri,200,2.9688
POST,/login,200,254.5080
GET,/libri,200,1.5519
POST,/login,200,230.8621
GET,/libri,200,2.8698
GET,/libri,200,1.9252
GET,/libri,200,1.8449
GET,/libri,200,1.5249
POST,/login,200,231.6191
POST,/login,200,234.7791
GET,/libri,200,2.1811
POST,/login,200,231.8153
POST,/login,200,232.3871
POST,/login,200,234.9651
GET,/libri,200,2.3761
GET,/libri,200,1.6351
GET,/libri,200,1.5650
POST,/login,200,231.0700
GET,/libri,200,1.8220
POST,/login,200,231.1420
GET,/libri,200,2.7242
POST,/login,200,231.8168
GET,/libri,200,2.2380
GET,/libri,200,1.5361
POST,/login,200,231.4010
POST,/login,200,232.0900
POST,/login,200,232.3699
GET,/libri,200,2.9140
GET,/libri,200,1.8911
POST,/login,200,231.5099
POST,/login,200,232.3549
POST,/login,200,232.0168
POST,/login,200,232.1131
POST,/login,200,232.2569
POST,/login,200,231.4191
GET,/libri,200,1.8210
POST,/login,200,231.1411
GET,/libri,200,2.6140
GET,/libri,200,1.9581
GET,/libri,200,1.2329
POST,/login,200,231.1461
POST,/login,200,234.8669
POST,/login,200,230.5448
POST,/login,200,234.2010
GET,/libri,200,1.5397
POST,/login,200,230.6790
GET,/libri,200,3.1540
POST,/login,200,232.0659
POST,/login,200,232.1458
POST,/login,200,232.9741
POST,/login,200,232.2457
GET,/libri,200,1.8740
GET,/libri,200,1.1880
GET,/libri,200,1.5790
GET,/libri,200,1.5008
POST,/login,200,231.1070
POST,/login,200,232.6837
POST,/login,200,231.3790
POST,/login,200,231.5640
POST,/login,200,232.0352
POST,/login,200,232.4731
GET,/libri,200,2.8439
POST,/login,200,231.3049
GET,/libri,200,2.7931
POST,/login,200,231.6990
GET,/libri,200,2.2728
POST,/login,200,231.2126
POST,/login,200,232.5401
POST,/login,200,231.2713
GET,/libri,200,2.9509
GET,/libri,200,1.7581
POST,/login,200,231.5941
POST,/login,200,232.6529
POST,/login,200,231.7410
GET,/libri,200,2.3708
GET,/libri,200,1.9441
GET,/libri,200,1.7221
GET,/libri,200,1.5228
POST,/login,200,231.1392
POST,/login,200,232.1939
POST,/login,200,232.4269
POST,/login,200,232.2440
POST,/login,200,231.9398
GET,/libri,200,3.0258
GET,/libri,200,1.2763
POST,/login,200,231.2860
POST,/login,200,231.4548
GET,/libri,200,1.8497
GET,/libri,200,1.1890
GET,/libri,200,1.3833
POST,/login,200,231.3361
POST,/login,200,232.4033
GET,/libri,200,1.8649
POST,/login,200,249.5098
POST,/login,200,231.8909
POST,/login,200,232.5299
GET,/libri,200,1.6520
POST,/login,200,230.9389
POST,/login,200,232.4822
GET,/libri,200,2.9132
POST,/login,200,232.1210
GET,/libri,200,1.8549
GET,/libri,200,1.1199
POST,/login,200,230.7742
GET,/libri,200,2.5048
GET,/libri,200,1.5209
POST,/login,200,231.3659
GET,/libri,200,3.0611
POST,/login,200,231.7359
GET,/libri,200,2.2559
POST,/login,200,232.2092
POST,/login,200,231.0929
GET,/libri,200,2.6639
POST,/login,200,231.5361
POST,/login,200,231.4281
GET,/libri,200,2.6891
GET,/libri,200,1.8611
POST,/login,200,230.9899
POST,/login,200,231.7731
GET,/libri,200,2.2302
GET,/libri,200,1.2867
POST,/login,200,230.9041
POST,/login,200,233.0880
POST,/login,200,231.4010
POST,/login,200,231.9260
POST,/login,200,231.9791
GET,/libri,200,1.6067
GET,/libri,200,1.0679
POST,/login,200,230.4511
GET,/libri,200,2.5427
GET,/libri,200,2.0337
GET,/libri,200,1.5302
GET,/libri,200,1.3540
GET,/libri,200,1.5819
POST,/login,200,233.2523
POST,/login,200,231.9131
POST,/login,200,249.5539
POST,/login,200,231.3602
POST,/login,200,232.0049
GET,/libri,200,2.6450
GET,/libri,200,1.8659
POST,/login,200,231.4689
GET,/libri,200,2.7578
POST,/login,200,231.9019
POST,/login,200,231.0560
GET,/libri,200,2.7461
POST,/login,200,230.8087
POST,/login,200,234.2470
GET,/libri,200,2.4211
POST,/login,200,231.5290
GET,/libri,200,1.7579
GET,/libri,200,0.8011
POST,/login,200,230.9210
GET,/libri,200,2.5127
POST,/login,200,231.3111
GET,/libri,200,1.9791
POST,/login,200,231.6742
POST,/login,200,232.7151
GET,/libri,200,2.1319
POST,/login,200,231.5240
POST,/login,200,231.1652
POST,/login,200,232.3411
GET,/libri,200,2.7630
GET,/libri,200,1.8489
POST,/login,200,231.2951
GET,/libri,200,3.4580
POST,/login,200,231.8380
GET,/libri,200,2.5690
POST,/login,200,231.9059
GET,/libri,200,3.1838
GET,/libri,200,1.8761
GET,/libri,200,1.6768
POST,/login,200,232.1780
GET,/libri,200,2.0680
GET,/libri,200,1.3757
GET,/libri,200,1.1199
GET,/libri,200,1.0188
POST,/login,200,230.5760
POST,/login,200,231.3702
POST,/login,200,231.1721
GET,/libri,200,2.8200
GET,/libri,200,1.9789
GET,/libri,200,1.8072
POST,/login,200,231.6501
POST,/login,200,232.0578
GET,/libri,200,1.8492
POST,/login,200,230.6411
GET,/libri,200,2.7568
POST,/login,200,231.6139
GET,/libri,200,2.8050
POST,/login,200,230.7589
POST,/login,200,231.5321
POST,/login,200,232.2083
POST,/login,200,232.1961
GET,/libri,200,2.5580
GET,/libri,200,2.0869
GET,/libri,200,2.0750
GET,/libri,200,1.4567
POST,/login,200,231.3271
POST,/login,200,231.6210
POST,/login,200,231.7870
POST,/login,200,231.6909
POST,/login,200,230.9880
GET,/libri,200,2.3048
POST,/login,200,231.1389
POST,/login,200,232.4002
GET,/libri,200,2.5711
POST,/login,200,231.1747
GET,/libri,200,2.8939
POST,/login,200,231.2300
POST,/login,200,231.9601
POST,/login,200,232.7871
GET,/libri,200,2.1188
POST,/login,200,232.9328
GET,/libri,200,1.9691
GET,/libri,200,1.2510
POST,/login,200,255.7931
POST,/login,200,235.7140
GET,/libri,200,1.6408
GET,/libri,200,1.2100
POST,/login,200,233.4390
GET,/libri,200,1.8229
GET,/libri,200,1.2131
POST,/login,200,234.7028
GET,/libri,200,2.0490
POST,/login,200,234.7138
GET,/libri,200,1.9550
POST,/login,200,233.5563
POST,/login,200,235.4670
POST,/login,200,233.7186
GET,/libri,200,2.8231
GET,/libri,200,1.8501
POST,/login,200,231.3700
POST,/login,200,233.6011
GET,/libri,200,1.4591
GET,/libri,200,0.9961
POST,/login,200,230.9742
POST,/login,200,233.0267
POST,/login,200,234.3340
GET,/libri,200,2.6579
GET,/libri,200,1.9541
POST,/login,200,231.7162
POST,/login,200,233.4778
POST,/login,200,232.3151
POST,/login,200,231.4711
GET,/libri,200,2.8851
POST,/login,200,232.2130
GET,/libri,200,3.0153
POST,/login,200,231.8769
GET,/libri,200,3.0401
POST,/login,200,232.2340
POST,/login,200,232.5900
GET,/libri,200,2.6100
POST,/login,200,231.7750
POST,/login,200,232.8978
GET,/libri,200,1.8549
POST,/login,200,231.4119
POST,/login,200,232.4121
GET,/libri,200,2.8832
POST,/login,200,232.4731
POST,/login,200,232.3060
GET,/libri,200,2.1508
POST,/login,200,230.6080
POST,/login,200,232.4860
GET,/libri,200,1.6479
POST,/login,200,230.6139
GET,/libri,200,1.8423
GET,/libri,200,1.2879
POST,/login,200,247.8223
GET,/libri,200,2.2960
GET,/libri,200,1.7853
POST,/login,200,231.3783
POST,/login,200,232.0960
POST,/login,200,231.6430
GET,/libri,200,2.6960
POST,/login,200,231.5798
POST,/login,200,233.2718
POST,/login,200,231.7929
POST,/login,200,231.2658
POST,/login,200,233.0570
POST,/login,200,232.6720
GET,/libri,200,2.1441
POST,/login,200,230.6039
GET,/libri,200,1.9190
POST,/login,200,230.9372
POST,/login,200,232.1868
POST,/login,200,232.0809
POST,/login,200,231.3218
POST,/login,200,232.3980
POST,/login,200,232.6660
GET,/libri,200,1.9710
POST,/login,200,231.2410
POST,/login,200,235.5530
GET,/libri,200,5.2218
POST,/login,200,278.0218
POST,/login,200,232.4989
GET,/libri,200,2.7270
GET,/libri,200,1.6041
POST,/login,200,231.5660
POST,/login,200,233.1352
POST,/login,200,232.1601
GET,/libri,200,1.7853
GET,/libri,200,1.3108
POST,/login,200,230.6838
GET,/libri,200,2.8560
GET,/libri,200,2.0783
GET,/libri,200,1.7521
POST,/login,200,231.1928
POST,/login,200,231.3821
POST,/login,200,231.5540
GET,/libri,200,2.8329
POST,/login,200,231.4110
POST,/login,200,232.4569
POST,/login,200,231.4270
GET,/libri,200,2.3549
GET,/libri,200,1.3828
GET,/libri,200,1.2081
POST,/login,200,232.1391
POST,/login,200,232.1241
GET,/libri,200,1.8411
GET,/libri,200,1.4739
POST,/login,200,232.4181
POST,/login,200,230.7491
GET,/libri,200,2.2759
GET,/libri,200,1.4610
GET,/libri,200,1.2202
GET,/libri,200,1.2040
POST,/login,200,231.1380
POST,/login,200,232.1379
GET,/libri,200,1.8291
GET,/libri,200,1.2248
POST,/login,200,231.4200
GET,/libri,200,2.6829
POST,/login,200,231.9481
GET,/libri,200,2.9771
GET,/libri,200,1.8349
POST,/login,200,231.0510
POST,/login,200,231.3769
POST,/login,200,231.4041
GET,/libri,200,2.8210
GET,/libri,200,1.9579
GET,/libri,200,1.5721
POST,/login,200,231.3373
GET,/libri,200,2.8920
GET,/libri,200,2.1598
GET,/libri,200,1.8160
POST,/login,200,231.8568
GET,/libri,200,2.0022
GET,/libri,200,1.8058
GET,/libri,200,1.5187
GET,/libri,200,1.5333
POST,/login,200,231.2150
POST,/login,200,251.2131
GET,/libri,200,2.5129
GET,/libri,200,1.8740
POST,/login,200,231.3468
POST,/login,200,231.2269
POST,/login,200,232.1389
GET,/libri,200,3.0770
GET,/libri,200,2.0249
GET,/libri,200,1.7240
GET,/libri,200,1.6541
GET,/libri,200,1.6551
POST,/login,200,231.4231
GET,/libri,200,2.0580
GET,/libri,200,1.3947
GET,/libri,200,1.3552
GET,/libri,200,1.3058
POST,/login,200,230.7949
POST,/login,200,232.5368
GET,/libri,200,2.1760
POST,/login,200,230.9718
GET,/libri,200,2.6741
POST,/login,200,231.1318
POST,/login,200,231.9429
GET,/libri,200,2.9130
POST,/login,200,231.9829
GET,/libri,200,2.6650
POST,/login,200,230.7711
POST,/login,200,232.1250
GET,/libri,200,2.9230
POST,/login,200,231.5111
GET,/libri,200,2.9802
POST,/login,200,231.8249
POST,/login,200,231.7741
GET,/libri,200,1.8129
POST,/login,200,232.3530
POST,/login,200,232.2841
GET,/libri,200,1.8501
GET,/libri,200,1.2009
POST,/login,200,230.7668
GET,/libri,200,2.6917
GET,/libri,200,2.0049
POST,/login,200,231.2734
GET,/libri,200,2.5380
GET,/libri,200,1.5450
GET,/libri,200,1.4899
POST,/login,200,230.7620
GET,/libri,200,3.0601
GET,/libri,200,2.1152
GET,/libri,200,1.4789
POST,/login,200,231.0050
POST,/login,200,231.5478
GET,/libri,200,2.5251
GET,/libri,200,1.8730
POST,/login,200,231.6101
POST,/login,200,231.8320
POST,/login,200,231.4031
GET,/libri,200,2.6512
POST,/login,200,231.8399
GET,/libri,200,3.0320
GET,/libri,200,1.9410
POST,/login,200,231.8819
POST,/login,200,231.3089
GET,/libri,200,3.0100
GET,/libri,200,1.8139
POST,/login,200,231.4498
GET,/libri,200,2.7659
GET,/libri,200,1.7312
GET,/libri,200,1.6990
POST,/login,200,231.5841
POST,/login,200,231.6780
GET,/libri,200,2.8889
POST,/login,200,231.5331
GET,/libri,200,2.3339
GET,/libri,200,1.6210
GET,/libri,200,1.6279
GET,/libri,200,1.5633
POST,/login,200,231.0071
GET,/libri,200,2.5818
POST,/login,200,230.3219
POST,/login,200,231.2832
GET,/libri,200,3.1669
GET,/libri,200,1.7259
GET,/libri,200,1.6477
POST,/login,200,231.3240
GET,/libri,200,2.1622
GET,/libri,200,1.5790
POST,/login,200,231.1089
GET,/libri,200,2.3999
POST,/login,200,230.8111
GET,/libri,200,2.6181
GET,/libri,200,1.2569
GET,/libri,200,3.1748
GET,/libri,200,2.8770
POST,/login,200,279.7780
GET,/libri,200,1.5049
POST,/login,200,230.6120
POST,/login,200,233.3391
GET,/libri,200,1.3430
POST,/login,200,231.5109
GET,/libri,200,2.1410
POST,/login,200,249.9723
POST,/login,200,232.3027
POST,/login,200,231.9219
GET,/libri,200,2.2678
POST,/login,200,231.6072
POST,/login,200,231.6091
GET,/libri,200,2.8598
POST,/login,200,231.4141
GET,/libri,200,1.2629
GET,/libri,200,1.3208
GET,/libri,200,1.5759
POST,/login,200,231.3840
GET,/libri,200,2.9888
GET,/libri,200,1.7838
POST,/login,200,231.0162
GET,/libri,200,1.7648
GET,/libri,200,1.3750
GET,/libri,200,1.3230
GET,/libri,200,1.1821
POST,/login,200,234.7848
GET,/libri,200,2.9049
GET,/libri,200,2.0921
GET,/libri,200,1.9920
GET,/libri,200,2.6460
GET,/libri,200,2.6402
GET,/libri,200,3.5100
GET,/libri,200,4.8277
GET,/libri,200,3.5319
POST,/login,200,274.8802
POST,/login,200,232.9752
GET,/libri,200,2.7230
GET,/libri,200,1.9679
GET,/libri,200,1.6150
GET,/libri,200,1.5869
POST,/login,200,231.2284
GET,/libri,200,1.8561
POST,/login,200,230.7880
POST,/login,200,232.3251
POST,/login,200,232.0092
GET,/libri,200,2.2132
GET,/libri,200,1.5659
POST,/login,200,231.5629
GET,/libri,200,2.3541
POST,/login,200,231.6201
POST,/login,200,231.5562
POST,/login,200,231.4179
POST,/login,200,231.5519
GET,/libri,200,2.3010
POST,/login,200,232.0583
GET,/libri,200,2.3611
GET,/libri,200,1.6260
POST,/login,200,231.1471
GET,/libri,200,2.4230
GET,/libri,200,1.7440
GET,/libri,200,2.6381
GET,/libri,200,4.7631
POST,/login,200,276.7413
POST,/login,200,232.3651
GET,/libri,200,1.7772
GET,/libri,200,1.0951
POST,/login,200,231.2968
POST,/login,200,232.0368
POST,/login,200,233.2761
GET,/libri,200,3.0200
POST,/login,200,232.6510
GET,/libri,200,2.8732
GET,/libri,200,1.6992
GET,/libri,200,1.6870
GET,/libri,200,1.6100
GET,/libri,200,1.5502
GET,/libri,200,3.0382
GET,/libri,200,4.8628
GET,/libri,200,4.5750
GET,/libri,200,3.4881
POST,/login,200,274.3781
POST,/login,200,233.3798
POST,/login,200,232.2428
GET,/libri,200,1.8871
GET,/libri,200,1.4091
POST,/login,200,231.6060
GET,/libri,200,2.9278
GET,/libri,200,1.9429
GET,/libri,200,1.7951
POST,/login,200,251.2200
POST,/login,200,230.8490
GET,/libri,200,2.1880
GET,/libri,200,1.3556
GET,/libri,200,1.4050
GET,/libri,200,2.6951
GET,/libri,200,4.2801
GET,/libri,200,5.2428
GET,/libri,200,4.6670
POST,/login,200,276.0592
POST,/login,200,232.2891
GET,/libri,200,1.4937
GET,/libri,200,0.8252
POST,/login,200,274.9321
GET,/libri,200,1.1461
POST,/login,200,230.3519
POST,/login,200,233.8958
GET,/libri,200,1.6539
GET,/libri,200,1.0350
GET,/libri,200,0.9210
POST,/login,200,231.3058
GET,/libri,200,2.4941
GET,/libri,200,2.0628
GET,/libri,200,4.7648
GET,/libri,200,4.5681
GET,/libri,200,3.7532
POST,/login,200,274.8909
POST,/login,200,251.0538
POST,/login,200,232.2240
GET,/libri,200,2.1741
GET,/libri,200,1.3959
GET,/libri,200,1.4069
POST,/login,200,230.8276
GET,/libri,200,3.0260
GET,/libri,200,3.0992
POST,/login,200,279.3288
POST,/login,200,231.5660
GET,/libri,200,2.1470
GET,/libri,200,1.0540
POST,/login,200,263.8037
GET,/libri,200,3.3653
GET,/libri,200,2.6760
GET,/libri,200,4.6198
GET,/libri,200,2.7037
GET,/libri,200,2.3181
GET,/libri,200,4.6711
POST,/login,200,274.3411
POST,/login,200,232.3902
GET,/libri,200,1.9460
GET,/libri,200,1.6069
POST,/login,200,230.6368
GET,/libri,200,2.7070
GET,/libri,200,1.9090
POST,/login,200,231.0779
GET,/libri,200,2.3141
POST,/login,200,236.0871
POST,/login,200,231.5409
GET,/libri,200,2.4908
GET,/libri,200,4.4591
POST,/login,200,270.7052
GET,/libri,200,2.0208
GET,/libri,200,3.2492
GET,/libri,200,4.7441
GET,/libri,200,3.7551
GET,/libri,200,6.8722
GET,/libri,200,2.3119
POST,/login,200,321.4781
GET,/libri,200,2.5160
GET,/libri,200,10.2799
GET,/libri,200,4.6480
POST,/login,200,277.1111
GET,/libri,200,2.0089
GET,/libri,200,2.3010
GET,/libri,200,4.2391
POST,/login,200,287.2419
