method,path,status,duration (ms)
POST,/login,200,243.3231
GET,/libri,200,2.1231
POST,/login,200,236.3157
GET,/libri,200,3.0420
GET,/libri,200,0.9279
GET,/libri,200,3.5908
POST,/login,200,273.2618
POST,/login,200,233.0072
GET,/libri,200,2.4152
POST,/login,200,235.7821
GET,/libri,200,2.1131
GET,/libri,200,0.9372
GET,/libri,200,3.4962
POST,/login,200,295.5430
POST,/login,200,238.1780
GET,/libri,200,1.5881
POST,/login,200,236.6381
GET,/libri,200,1.7149
GET,/libri,200,1.2832
GET,/libri,200,2.4891
POST,/login,200,277.5600
POST,/login,200,236.0449
GET,/libri,200,1.5519
POST,/login,200,231.9670
GET,/libri,200,2.0361
GET,/libri,200,1.5521
GET,/libri,200,3.7110
POST,/login,200,277.4632
POST,/login,200,231.9870
GET,/libri,200,1.9610
POST,/login,200,231.9858
GET,/libri,200,2.4059
GET,/libri,200,1.6420
POST,/login,200,283.5732
POST,/login,200,232.5611
GET,/libri,200,3.3860
POST,/login,200,231.9028
GET,/libri,200,2.8539
GET,/libri,200,2.5330
POST,/login,200,274.2698
POST,/login,200,232.1081
GET,/libri,200,2.6610
POST,/login,200,232.1651
GET,/libri,200,4.3871
GET,/libri,200,1.6491
POST,/login,200,275.9378
POST,/login,200,231.8408
GET,/libri,200,1.7550
POST,/login,200,230.9520
GET,/libri,200,2.6500
GET,/libri,200,2.7311
POST,/login,200,277.5061
POST,/login,200,234.1611
GET,/libri,200,1.8308
POST,/login,200,234.0019
GET,/libri,200,3.0999
GET,/libri,200,1.8287
POST,/login,200,281.7149
POST,/login,200,231.8671
GET,/libri,200,2.9099
POST,/login,200,231.6842
GET,/libri,200,2.3768
GET,/libri,200,1.7569
POST,/login,200,275.0509
POST,/login,200,235.7109
GET,/libri,200,1.6978
POST,/login,200,231.9601
GET,/libri,200,1.7381
GET,/libri,200,1.1373
POST,/login,200,279.9680
POST,/login,200,232.2891
GET,/libri,200,2.5170
POST,/login,200,231.8380
GET,/libri,200,2.3353
GET,/libri,200,1.7350
POST,/login,200,278.1150
POST,/login,200,231.8311
GET,/libri,200,1.9321
POST,/login,200,231.2629
GET,/libri,200,2.2340
GET,/libri,200,1.8649
POST,/login,200,275.2807
GET,/libri,200,1.9400
POST,/login,200,234.0767
GET,/libri,200,3.0503
GET,/libri,200,3.2799
POST,/login,200,280.4480
GET,/libri,200,2.5868
POST,/login,200,233.4027
GET,/libri,200,3.3600
GET,/libri,200,3.5870
POST,/login,200,281.8339
GET,/libri,200,1.7989
POST,/login,200,234.4911
GET,/libri,200,3.1030
GET,/libri,200,3.3457
POST,/login,200,276.8240
GET,/libri,200,1.6670
POST,/login,200,234.6067
GET,/libri,200,1.9011
GET,/libri,200,4.5340
POST,/login,200,281.1911
GET,/libri,200,2.0120
POST,/login,200,234.3719
GET,/libri,200,2.9488
GET,/libri,200,3.8762
POST,/login,200,275.9633
GET,/libri,200,1.8361
POST,/login,200,234.2110
GET,/libri,200,2.7609
POST,/login,200,270.6029
GET,/libri,200,2.6939
POST,/login,200,234.7968
GET,/libri,200,2.8858
POST,/login,200,278.8529
GET,/libri,200,2.7289
POST,/login,200,234.1449
GET,/libri,200,1.6799
POST,/login,200,273.7949
GET,/libri,200,2.3339
POST,/login,200,235.9431
GET,/libri,200,1.4870
POST,/login,200,267.6551
GET,/libri,200,2.8269
POST,/login,200,237.6382
GET,/libri,200,1.6840
POST,/login,200,277.9069
GET,/libri,200,1.9989
POST,/login,200,234.0729
GET,/libri,200,2.7628
POST,/login,200,274.9679
GET,/libri,200,2.9271
POST,/login,200,233.8159
GET,/libri,200,2.4979
POST,/login,200,281.1100
GET,/libri,200,1.8759
POST,/login,200,234.3962
GET,/libri,200,2.9051
POST,/login,200,275.0480
GET,/libri,200,2.8138
POST,/login,200,235.4002
GET,/libri,200,1.8890
POST,/login,200,277.8590
GET,/libri,200,1.7798
POST,/login,200,256.6087
GET,/libri,200,2.5320
POST,/login,200,274.1549
GET,/libri,200,1.8768
GET,/libri,200,3.1850
POST,/login,200,279.5360
GET,/libri,200,1.8449
GET,/libri,200,2.8028
POST,/login,200,280.6368
GET,/libri,200,2.6960
GET,/libri,200,4.6608
POST,/login,200,270.8519
GET,/libri,200,2.2352
GET,/libri,200,4.8583
POST,/login,200,275.6901
GET,/libri,200,2.9159
GET,/libri,200,2.4080
POST,/login,200,329.9470
GET,/libri,200,2.2359
POST,/login,200,283.2210
GET,/libri,200,2.2058
POST,/login,200,273.1771
GET,/libri,200,2.2569
POST,/login,200,277.0932
GET,/libri,200,2.6591
POST,/login,200,276.1691
GET,/libri,200,1.9991
POST,/login,200,277.6840
GET,/libri,200,2.5148
POST,/login,200,275.3081
GET,/libri,200,1.6079
POST,/login,200,276.5820
GET,/libri,200,2.5969
POST,/login,200,283.5810
GET,/libri,200,2.3632
GET,/libri,200,4.4951
GET,/libri,200,3.5121
GET,/libri,200,4.6647
GET,/libri,200,2.1851
GET,/libri,200,4.4141
